ID|Mosha|Udhetime_biznesore|Departamenti|Distanca_nga_shtepija|Fusha_edukimit|Ambientimi_punetorit|Gjinia|Involvimi_ne_detyra_pergjegjesi|Niveli_punes|Roli|Satisfaksioni_punedhenesit|Statusi_martesor|Ardhurat_mujore|Numri_kompanive_qe_kapunuar|OverTime|Ngritja_rroges_perqindje|Vite_pervoje_pune|Numri_trajnimeve_vitin_kaluar|Bilanci_pune_jete|Vitet_me_kompanine|Vitet_ne_rolin_aktual|Vitet_qe_nga_ngritja_pozites|Vitet_me_menagjerin_aktual|Largimi
927|43|Travel_Rarely|Sales|4|Marketing|4|Female|2|3|Sales Executive|4|Single|10231|3|No|14|23|3|4|21|7|15|17|No
928|36|Travel_Rarely|Research & Development|2|Life Sciences|3|Female|3|2|Manufacturing Director|2|Single|5410|9|Yes|11|18|2|3|16|14|5|12|No
929|44|Travel_Rarely|Research & Development|15|Medical|1|Female|3|3|Healthcare Representative|4|Married|7978|1|No|11|10|2|3|10|7|0|5|Yes
930|28|Travel_Frequently|Research & Development|2|Life Sciences|4|Male|2|1|Laboratory Technician|4|Married|3867|1|Yes|12|2|2|3|2|2|2|2|No
931|51|Travel_Frequently|Research & Development|6|Medical|2|Female|2|1|Laboratory Technician|3|Single|2838|0|No|14|8|6|2|7|0|7|7|No
932|30|Non-Travel|Research & Development|9|Medical|3|Female|3|2|Manufacturing Director|3|Single|4695|7|Yes|18|10|3|3|8|4|1|7|No
933|29|Travel_Rarely|Research & Development|7|Technical Degree|2|Female|3|1|Laboratory Technician|3|Divorced|3339|3|Yes|13|10|2|3|7|7|7|7|Yes
934|28|Travel_Rarely|Research & Development|1|Technical Degree|4|Male|3|1|Research Scientist|1|Single|2080|2|No|11|5|2|2|3|2|1|2|No
935|25|Travel_Rarely|Research & Development|1|Medical|4|Female|3|1|Research Scientist|2|Single|2096|1|No|18|2|3|2|2|2|2|1|No
936|32|Travel_Rarely|Sales|8|Medical|3|Male|4|2|Sales Executive|4|Married|6209|1|No|15|10|4|4|10|7|0|8|No
937|45|Travel_Frequently|Research & Development|25|Medical|2|Female|3|5|Manager|2|Single|18061|3|No|22|22|4|3|0|0|0|0|No
938|39|Travel_Rarely|Research & Development|13|Medical|3|Female|2|4|Manager|2|Divorced|17123|6|Yes|13|21|4|3|19|9|15|2|No
939|58|Travel_Rarely|Research & Development|23|Life Sciences|1|Male|3|1|Research Scientist|3|Divorced|2372|1|No|12|2|3|3|2|2|2|2|No
940|32|Travel_Rarely|Research & Development|7|Life Sciences|4|Male|3|2|Laboratory Technician|3|Married|4883|1|No|18|10|3|3|10|4|1|1|Yes
941|39|Travel_Rarely|Research & Development|23|Medical|3|Male|3|1|Research Scientist|1|Single|3904|0|No|13|6|2|3|5|2|0|3|Yes
942|30|Travel_Rarely|Research & Development|6|Technical Degree|1|Female|2|2|Laboratory Technician|4|Married|4627|0|No|12|10|6|3|9|2|6|7|No
943|36|Travel_Rarely|Research & Development|10|Technical Degree|4|Female|3|3|Healthcare Representative|3|Married|7094|3|No|12|10|0|3|7|7|1|7|No
944|46|Travel_Rarely|Human Resources|1|Life Sciences|4|Female|3|1|Human Resources|1|Single|3423|6|No|12|10|3|4|7|6|5|7|No
945|28|Non-Travel|Research & Development|1|Life Sciences|3|Female|1|2|Laboratory Technician|4|Married|6674|0|No|11|10|6|3|9|8|7|5|No
946|50|Travel_Rarely|Research & Development|28|Life Sciences|4|Female|3|4|Research Director|1|Married|16880|4|Yes|11|25|2|3|3|2|1|2|No
947|40|Travel_Rarely|Sales|25|Marketing|4|Male|2|3|Sales Executive|2|Single|9094|2|Yes|12|9|2|3|5|4|1|0|Yes
948|52|Travel_Rarely|Sales|5|Life Sciences|2|Male|3|3|Sales Executive|2|Single|8446|9|Yes|19|10|2|2|8|7|7|7|Yes
949|30|Travel_Rarely|Research & Development|17|Medical|2|Female|3|3|Manager|1|Married|11916|1|Yes|23|9|2|3|9|1|0|8|No
950|39|Travel_Rarely|Research & Development|18|Life Sciences|1|Male|3|2|Manufacturing Director|3|Single|4534|0|No|11|9|6|3|8|7|1|7|No
951|31|Non-Travel|Sales|2|Life Sciences|4|Female|3|3|Sales Executive|3|Divorced|9852|1|Yes|19|10|5|2|10|8|9|6|No
952|41|Non-Travel|Sales|10|Medical|3|Male|1|2|Sales Executive|2|Single|6151|1|No|13|19|4|3|19|2|11|9|No
953|31|Travel_Frequently|Sales|1|Life Sciences|4|Female|3|1|Sales Representative|2|Single|2302|1|Yes|11|3|2|4|3|2|2|2|Yes
954|44|Travel_Rarely|Research & Development|3|Life Sciences|1|Male|3|1|Laboratory Technician|1|Married|2362|4|No|12|10|4|4|3|2|1|2|Yes
955|42|Non-Travel|Research & Development|2|Life Sciences|3|Male|3|4|Manager|3|Married|17861|0|Yes|13|21|3|2|20|8|2|10|No
956|55|Travel_Rarely|Research & Development|2|Medical|4|Female|1|5|Manager|3|Married|19187|4|No|14|23|5|3|19|9|9|11|No
957|56|Travel_Rarely|Human Resources|8|Life Sciences|4|Male|3|5|Manager|2|Single|19717|6|No|14|36|4|3|7|3|7|7|No
958|40|Non-Travel|Research & Development|16|Life Sciences|3|Male|3|1|Research Scientist|3|Divorced|3544|9|No|16|6|0|3|4|2|0|0|No
959|34|Travel_Rarely|Research & Development|9|Life Sciences|4|Male|3|3|Healthcare Representative|4|Divorced|8500|0|No|11|10|0|2|9|7|1|6|No
960|40|Travel_Rarely|Research & Development|2|Life Sciences|3|Male|3|2|Research Scientist|4|Single|4661|1|No|13|9|4|3|9|8|8|8|No
961|41|Travel_Frequently|Sales|1|Marketing|3|Female|3|2|Sales Executive|1|Divorced|4103|0|No|17|10|2|3|9|3|1|7|No
962|35|Travel_Frequently|Research & Development|4|Life Sciences|3|Male|3|2|Research Scientist|3|Single|4249|1|Yes|11|9|3|3|9|6|1|1|No
963|51|Travel_Rarely|Human Resources|5|Life Sciences|3|Male|3|4|Manager|2|Divorced|14026|1|Yes|11|33|2|3|33|9|0|10|No
964|38|Travel_Rarely|Sales|2|Life Sciences|2|Female|3|2|Sales Executive|1|Divorced|6893|3|No|15|11|3|3|7|7|1|7|No
965|34|Travel_Rarely|Sales|15|Medical|3|Female|3|2|Sales Executive|1|Single|6125|1|No|12|10|6|4|10|8|9|6|No
966|25|Travel_Rarely|Research & Development|19|Medical|4|Male|3|1|Laboratory Technician|4|Married|3669|3|No|11|7|6|2|3|2|1|2|No
967|58|Travel_Rarely|Research & Development|7|Medical|3|Female|2|3|Manufacturing Director|1|Married|10008|7|Yes|14|31|0|2|10|9|5|9|Yes
968|40|Travel_Rarely|Research & Development|1|Life Sciences|2|Male|3|1|Laboratory Technician|2|Married|2387|3|No|22|7|3|3|4|2|0|3|No
969|36|Travel_Frequently|Sales|7|Marketing|1|Female|4|2|Sales Executive|1|Married|4639|2|No|16|17|2|2|15|7|6|13|No
970|48|Travel_Rarely|Research & Development|4|Life Sciences|4|Male|3|3|Manufacturing Director|4|Single|7898|1|No|11|11|2|3|10|9|0|8|No
971|27|Travel_Rarely|Sales|11|Medical|3|Female|4|1|Sales Representative|4|Married|2534|8|No|14|5|4|3|1|0|0|0|No
972|51|Travel_Rarely|Research & Development|11|Technical Degree|4|Female|2|4|Manufacturing Director|2|Single|13142|3|No|16|29|1|2|5|2|0|3|No
973|18|Non-Travel|Research & Development|1|Life Sciences|4|Female|3|1|Laboratory Technician|4|Single|1611|1|No|15|0|5|4|0|0|0|0|No
974|35|Travel_Rarely|Research & Development|1|Medical|4|Female|2|2|Laboratory Technician|4|Married|5363|0|No|12|10|0|3|9|7|0|0|No
975|27|Travel_Frequently|Sales|2|Life Sciences|4|Male|1|2|Sales Executive|4|Single|5071|3|No|20|8|3|3|6|2|0|0|No
976|55|Travel_Rarely|Sales|13|Marketing|1|Male|4|4|Sales Executive|3|Single|13695|6|Yes|17|24|2|2|19|7|3|8|Yes
977|56|Travel_Rarely|Research & Development|23|Life Sciences|4|Male|3|4|Manufacturing Director|2|Married|13402|4|Yes|12|33|0|3|19|16|15|9|No
978|34|Non-Travel|Research & Development|26|Technical Degree|1|Female|2|1|Research Scientist|3|Divorced|2029|1|No|20|5|2|3|5|4|0|0|No
979|40|Travel_Rarely|Research & Development|2|Medical|2|Female|4|2|Healthcare Representative|3|Divorced|6377|5|No|20|15|0|3|12|11|11|8|No
980|34|Travel_Rarely|Research & Development|29|Medical|2|Male|3|2|Laboratory Technician|3|Married|5429|4|No|13|10|1|3|8|7|7|7|No
981|31|Travel_Frequently|Sales|2|Life Sciences|3|Female|2|1|Sales Representative|4|Single|2785|7|No|14|3|3|4|1|0|0|0|Yes
982|35|Travel_Frequently|Sales|18|Marketing|4|Female|3|2|Sales Executive|3|Married|4614|0|Yes|18|5|0|2|4|2|3|2|Yes
983|38|Travel_Frequently|Research & Development|7|Life Sciences|4|Male|4|1|Research Scientist|3|Divorced|2610|1|No|11|4|2|3|4|2|0|3|No
984|34|Travel_Rarely|Research & Development|2|Technical Degree|3|Female|3|2|Healthcare Representative|4|Single|6687|1|No|11|14|2|4|14|11|4|11|No
985|28|Travel_Rarely|Sales|26|Life Sciences|3|Male|2|2|Sales Executive|1|Married|4724|1|No|11|5|0|3|5|3|0|4|No
986|31|Travel_Rarely|Research & Development|22|Medical|4|Male|3|2|Manufacturing Director|3|Married|6179|1|Yes|15|10|3|2|10|2|6|7|Yes
987|39|Travel_Rarely|Sales|21|Life Sciences|1|Male|2|2|Sales Executive|4|Married|6120|3|Yes|12|8|2|4|5|4|1|4|No
988|51|Travel_Frequently|Sales|2|Marketing|2|Male|3|3|Sales Executive|2|Married|10596|2|No|11|14|5|3|4|2|3|2|No
989|41|Travel_Frequently|Research & Development|22|Life Sciences|4|Female|3|2|Research Scientist|4|Divorced|5467|3|Yes|14|12|4|2|6|2|3|3|No
990|37|Travel_Rarely|Research & Development|4|Life Sciences|3|Male|3|1|Research Scientist|3|Married|2996|7|Yes|15|8|2|3|6|4|1|3|No
991|33|Travel_Frequently|Sales|5|Life Sciences|2|Male|3|2|Sales Executive|4|Married|9998|6|No|13|8|2|4|5|4|1|2|No
992|32|Travel_Rarely|Sales|2|Marketing|3|Male|3|2|Sales Executive|2|Married|4078|0|Yes|13|4|3|2|3|2|1|2|No
993|39|Non-Travel|Research & Development|25|Life Sciences|3|Male|3|3|Healthcare Representative|3|Married|10920|3|No|21|13|2|3|6|4|0|5|No
994|25|Travel_Rarely|Sales|18|Life Sciences|1|Male|4|2|Sales Executive|3|Married|6232|2|No|11|6|3|2|3|2|1|2|No
995|52|Travel_Frequently|Research & Development|28|Medical|4|Female|4|4|Manufacturing Director|3|Married|13247|2|Yes|11|24|3|2|5|3|0|2|No
996|43|Travel_Rarely|Research & Development|6|Medical|1|Female|2|2|Research Scientist|3|Single|4081|1|Yes|14|20|3|1|20|7|1|8|No
997|27|Travel_Rarely|Sales|10|Marketing|4|Female|2|2|Sales Executive|4|Married|5769|1|Yes|11|6|3|3|6|2|4|4|No
998|27|Travel_Rarely|Research & Development|17|Life Sciences|4|Female|3|1|Research Scientist|3|Single|2394|1|Yes|13|8|2|3|8|2|7|7|Yes
999|26|Travel_Rarely|Research & Development|2|Medical|1|Male|2|1|Research Scientist|4|Single|3904|0|No|12|5|2|3|4|3|1|1|No
1000|42|Travel_Rarely|Human Resources|10|Human Resources|3|Female|3|4|Manager|1|Married|16799|0|No|14|21|5|3|20|7|0|9|No
1001|52|Travel_Rarely|Research & Development|8|Other|3|Female|3|1|Laboratory Technician|1|Married|2950|9|No|13|12|2|1|5|4|0|4|No
1002|37|Travel_Rarely|Research & Development|11|Medical|1|Female|3|1|Laboratory Technician|3|Single|3629|4|No|18|8|6|3|3|2|0|2|No
1003|35|Travel_Frequently|Research & Development|18|Life Sciences|3|Male|3|3|Manufacturing Director|4|Single|9362|2|No|11|10|2|3|2|2|2|2|No
1004|25|Travel_Rarely|Research & Development|1|Technical Degree|1|Male|3|1|Laboratory Technician|4|Married|3229|4|No|11|7|2|2|3|2|0|2|No
1005|26|Travel_Rarely|Research & Development|7|Other|3|Male|4|1|Laboratory Technician|1|Single|3578|0|No|12|8|2|3|7|7|0|7|No
1006|29|Travel_Rarely|Human Resources|17|Other|2|Male|2|3|Human Resources|1|Single|7988|1|No|13|10|3|2|10|9|0|9|No
1007|49|Travel_Frequently|Research & Development|28|Life Sciences|1|Male|2|2|Laboratory Technician|1|Single|4284|3|No|20|20|2|3|4|3|1|3|Yes
1008|29|Travel_Frequently|Research & Development|14|Other|3|Female|3|3|Healthcare Representative|4|Single|7553|0|Yes|12|9|1|3|8|7|7|7|Yes
1009|54|Travel_Rarely|Research & Development|1|Medical|4|Female|3|4|Research Director|4|Single|17328|6|No|19|29|3|2|20|7|12|7|No
1010|58|Travel_Rarely|Research & Development|1|Medical|4|Female|3|5|Research Director|1|Married|19701|3|Yes|21|32|3|3|9|8|1|5|No
1011|55|Travel_Rarely|Research & Development|1|Medical|2|Male|4|4|Research Director|4|Divorced|14732|2|No|13|31|4|4|7|7|0|0|No
1012|36|Travel_Rarely|Sales|3|Marketing|1|Female|3|2|Sales Executive|2|Single|9278|3|Yes|16|15|3|3|5|4|0|1|No
1013|31|Travel_Frequently|Sales|1|Life Sciences|2|Female|1|1|Sales Representative|3|Single|1359|1|No|12|1|3|3|1|0|0|0|Yes
1014|30|Travel_Rarely|Sales|7|Marketing|4|Female|3|2|Sales Executive|1|Divorced|4779|7|No|14|8|3|3|3|2|0|2|No
1015|31|Travel_Rarely|Research & Development|8|Life Sciences|1|Female|3|4|Research Director|2|Single|16422|3|No|11|9|3|4|3|2|1|0|No
1016|34|Travel_Frequently|Research & Development|1|Other|4|Male|3|1|Research Scientist|1|Divorced|2996|5|No|14|10|2|3|4|3|1|3|No
1017|31|Travel_Rarely|Research & Development|8|Life Sciences|1|Female|2|1|Research Scientist|2|Single|1261|1|No|12|1|3|4|1|0|0|0|Yes
1018|27|Travel_Rarely|Research & Development|11|Life Sciences|2|Male|3|1|Laboratory Technician|1|Married|2099|0|No|14|6|3|4|5|0|1|4|No
1019|36|Travel_Rarely|Research & Development|4|Life Sciences|1|Male|2|2|Laboratory Technician|4|Single|5810|1|No|16|10|2|2|10|4|1|8|No
1020|36|Travel_Rarely|Sales|16|Marketing|3|Female|2|2|Sales Executive|1|Married|5647|4|No|13|11|3|2|3|2|0|2|No
1021|47|Travel_Rarely|Research & Development|1|Technical Degree|1|Male|3|1|Research Scientist|4|Married|3420|7|No|12|17|2|2|6|5|1|2|No
1022|25|Travel_Rarely|Sales|9|Life Sciences|1|Male|2|1|Sales Representative|1|Married|4400|3|No|12|6|2|3|3|2|2|2|Yes
1023|37|Non-Travel|Research & Development|5|Technical Degree|3|Male|4|1|Laboratory Technician|3|Single|3500|0|No|14|7|2|1|6|5|1|3|No
1024|56|Travel_Rarely|Research & Development|1|Life Sciences|1|Female|3|1|Research Scientist|1|Married|2066|2|No|22|5|3|4|3|2|1|0|No
1025|47|Travel_Rarely|Research & Development|2|Medical|1|Female|3|4|Research Director|3|Married|17169|3|No|19|26|2|4|20|17|5|6|No
1026|24|Travel_Rarely|Sales|4|Medical|4|Female|3|2|Sales Executive|3|Married|4162|1|Yes|12|5|3|3|5|4|0|3|No
1027|32|Travel_Rarely|Sales|7|Marketing|4|Male|3|2|Sales Executive|4|Married|9204|4|No|12|7|3|2|4|3|0|3|No
1028|34|Travel_Rarely|Research & Development|1|Life Sciences|4|Female|2|1|Laboratory Technician|2|Married|3294|5|No|17|7|2|2|5|4|0|2|No
1029|41|Travel_Rarely|Research & Development|5|Medical|2|Male|4|1|Research Scientist|3|Married|2127|2|Yes|12|7|5|2|4|2|0|3|No
1030|40|Non-Travel|Research & Development|9|Other|3|Male|3|2|Laboratory Technician|3|Divorced|3975|3|No|11|11|2|4|8|7|0|7|No
1031|31|Travel_Rarely|Sales|8|Life Sciences|1|Male|3|3|Sales Executive|4|Divorced|10793|1|No|18|13|5|3|13|7|9|9|No
1032|46|Travel_Rarely|Sales|9|Marketing|1|Male|3|3|Sales Executive|4|Divorced|10096|4|No|11|28|1|4|7|7|4|3|Yes
1033|39|Non-Travel|Research & Development|2|Life Sciences|1|Female|2|1|Laboratory Technician|1|Single|3646|2|Yes|23|11|2|4|1|0|0|0|Yes
1034|31|Travel_Frequently|Research & Development|1|Life Sciences|3|Female|4|3|Manufacturing Director|2|Single|7446|1|No|11|10|2|3|10|8|4|7|Yes
1035|45|Travel_Rarely|Research & Development|20|Medical|2|Male|1|3|Healthcare Representative|1|Divorced|10851|2|Yes|18|24|2|3|7|7|0|7|No
1036|31|Travel_Rarely|Human Resources|8|Medical|4|Female|4|1|Human Resources|2|Single|2109|9|No|18|8|3|3|3|2|0|2|No
1037|31|Travel_Frequently|Research & Development|2|Life Sciences|2|Male|3|1|Laboratory Technician|4|Married|3722|6|Yes|13|7|2|1|2|2|2|2|Yes
1038|45|Travel_Rarely|Research & Development|29|Technical Degree|2|Male|3|3|Manufacturing Director|4|Married|9380|4|Yes|18|10|4|4|3|1|1|2|No
1039|48|Travel_Rarely|Sales|7|Marketing|3|Male|3|2|Sales Executive|1|Divorced|5486|4|No|11|15|3|3|2|2|2|2|No
1040|34|Travel_Rarely|Human Resources|9|Technical Degree|1|Female|3|1|Human Resources|3|Married|2742|1|No|15|2|0|3|2|2|2|2|Yes
1041|40|Non-Travel|Research & Development|8|Medical|4|Male|2|3|Research Director|2|Divorced|13757|2|No|11|16|5|3|9|8|4|8|No
1042|28|Travel_Rarely|Sales|5|Medical|4|Male|3|2|Sales Executive|1|Single|8463|0|No|18|6|4|3|5|4|1|3|No
1043|44|Non-Travel|Research & Development|5|Life Sciences|3|Male|2|1|Laboratory Technician|3|Single|3162|3|No|14|7|5|3|5|2|0|3|No
1044|53|Travel_Rarely|Research & Development|2|Medical|4|Male|4|4|Research Director|2|Single|16598|4|No|12|35|2|2|9|8|8|8|No
1045|49|Travel_Rarely|Research & Development|5|Technical Degree|1|Male|3|2|Healthcare Representative|3|Married|6651|2|No|14|20|0|2|3|2|1|2|No
1046|40|Travel_Rarely|Research & Development|2|Medical|3|Male|3|1|Research Scientist|3|Divorced|2345|2|No|14|8|3|4|3|1|1|2|No
1047|44|Travel_Rarely|Research & Development|20|Life Sciences|4|Male|3|1|Research Scientist|2|Single|3420|1|No|13|6|3|2|5|2|1|3|No
1048|33|Travel_Frequently|Sales|7|Medical|4|Male|3|2|Sales Executive|1|Married|4373|0|No|14|5|2|3|4|3|0|3|No
1049|34|Travel_Rarely|Sales|3|Other|4|Male|1|2|Sales Executive|1|Single|4759|3|No|18|15|2|3|13|9|3|12|No
1050|30|Travel_Rarely|Sales|16|Life Sciences|4|Male|3|2|Sales Executive|3|Married|5301|8|No|15|4|2|2|2|1|2|2|No
1051|42|Travel_Frequently|Research & Development|9|Medical|1|Female|3|1|Laboratory Technician|4|Single|3673|1|No|13|12|3|3|12|9|5|8|No
1052|44|Travel_Frequently|Sales|1|Marketing|1|Female|3|2|Sales Executive|3|Married|4768|7|No|12|11|4|2|1|0|0|0|No
1053|30|Non-Travel|Research & Development|7|Technical Degree|3|Male|3|1|Research Scientist|3|Divorced|1274|1|No|13|1|2|2|1|0|0|0|No
1054|57|Travel_Rarely|Research & Development|1|Life Sciences|2|Male|4|2|Research Scientist|3|Married|4900|0|No|24|13|2|2|12|9|2|8|No
1055|49|Travel_Rarely|Research & Development|7|Life Sciences|3|Male|3|3|Healthcare Representative|2|Divorced|10466|3|No|14|29|3|3|8|7|0|7|No
1056|34|Travel_Frequently|Research & Development|15|Medical|2|Male|3|4|Research Director|1|Divorced|17007|7|No|14|16|3|2|14|8|6|9|No
1057|28|Travel_Frequently|Sales|1|Technical Degree|1|Male|3|1|Sales Representative|3|Married|2909|3|No|15|5|3|4|3|2|1|2|Yes
1058|29|Travel_Frequently|Sales|13|Technical Degree|1|Female|3|2|Sales Executive|2|Single|5765|5|No|11|7|4|1|5|3|0|0|Yes
1059|34|Travel_Rarely|Sales|24|Medical|1|Female|2|2|Sales Executive|2|Single|4599|0|Yes|23|16|2|4|15|9|10|10|Yes
1060|35|Travel_Rarely|Sales|7|Life Sciences|4|Male|3|1|Sales Representative|3|Married|2404|1|No|13|1|3|3|1|0|0|0|No
1061|24|Travel_Frequently|Research & Development|9|Medical|2|Male|3|1|Laboratory Technician|1|Single|3172|2|Yes|11|4|2|2|0|0|0|0|Yes
1062|24|Non-Travel|Sales|13|Life Sciences|4|Female|3|1|Sales Representative|2|Married|2033|1|No|13|1|2|3|1|0|0|0|No
1063|44|Travel_Frequently|Research & Development|2|Medical|2|Male|3|3|Manufacturing Director|3|Single|10209|5|Yes|18|16|2|2|2|2|2|2|No
1064|29|Travel_Rarely|Sales|19|Life Sciences|3|Male|2|2|Sales Executive|3|Divorced|8620|1|No|14|10|3|3|10|7|0|4|No
1065|30|Travel_Rarely|Human Resources|1|Life Sciences|3|Male|3|1|Human Resources|3|Divorced|2064|0|No|21|6|3|4|5|3|1|3|No
1066|55|Travel_Rarely|Research & Development|4|Life Sciences|4|Male|3|2|Healthcare Representative|3|Married|4035|0|Yes|16|4|2|3|3|2|1|2|No
1067|33|Travel_Rarely|Research & Development|4|Medical|1|Female|2|1|Laboratory Technician|2|Married|3838|8|No|11|8|5|3|5|4|0|2|No
1068|47|Travel_Rarely|Sales|14|Medical|3|Female|3|2|Sales Executive|3|Married|4591|3|Yes|17|11|4|2|5|4|1|2|No
1069|28|Travel_Frequently|Research & Development|2|Medical|3|Male|2|1|Laboratory Technician|1|Single|2561|7|No|11|8|2|2|0|0|0|0|Yes
1070|28|Travel_Rarely|Research & Development|1|Life Sciences|1|Male|2|1|Research Scientist|3|Divorced|1563|1|No|14|1|2|1|1|0|0|0|No
1071|28|Travel_Frequently|Sales|7|Life Sciences|3|Male|3|2|Sales Executive|1|Single|4898|0|No|14|5|5|3|4|2|1|3|No
1072|49|Travel_Rarely|Research & Development|3|Medical|3|Female|2|2|Laboratory Technician|1|Married|4789|4|No|25|10|3|3|3|2|1|2|No
1073|29|Travel_Frequently|Research & Development|2|Life Sciences|4|Female|3|1|Laboratory Technician|2|Married|3180|0|No|13|4|3|3|3|2|0|2|No
1074|28|Travel_Rarely|Research & Development|29|Life Sciences|3|Male|1|2|Manufacturing Director|2|Married|6549|1|No|14|8|2|2|8|6|1|7|No
1075|33|Travel_Rarely|Research & Development|8|Life Sciences|4|Male|3|2|Healthcare Representative|3|Single|6388|2|Yes|17|14|6|3|0|0|0|0|No
1076|32|Travel_Rarely|Research & Development|10|Medical|3|Male|3|3|Manager|4|Single|11244|2|No|25|10|5|4|5|2|0|0|No
1077|54|Travel_Frequently|Research & Development|11|Medical|2|Female|3|4|Manager|4|Divorced|16032|3|No|20|26|2|3|14|9|1|12|No
1078|29|Travel_Rarely|Research & Development|1|Technical Degree|1|Male|2|1|Research Scientist|1|Single|2362|6|No|13|11|2|1|9|7|0|7|Yes
1079|44|Travel_Rarely|Research & Development|28|Life Sciences|4|Male|3|4|Research Director|1|Married|16328|3|No|13|24|1|4|20|6|14|17|No
1080|39|Travel_Rarely|Research & Development|6|Life Sciences|2|Female|3|3|Manufacturing Director|2|Single|8376|4|No|18|9|3|3|2|0|2|2|No
1081|46|Travel_Rarely|Sales|3|Life Sciences|3|Female|3|4|Manager|2|Married|16606|8|No|12|23|2|4|13|12|5|1|No
1082|35|Travel_Rarely|Research & Development|16|Life Sciences|4|Female|2|3|Healthcare Representative|2|Single|8606|1|No|19|11|3|1|11|8|3|3|No
1083|23|Travel_Rarely|Research & Development|20|Life Sciences|1|Male|3|2|Laboratory Technician|3|Single|2272|0|No|14|5|2|3|4|3|1|2|No
1084|40|Travel_Rarely|Research & Development|9|Life Sciences|4|Male|3|1|Laboratory Technician|1|Single|2018|3|No|14|15|3|1|5|4|1|0|Yes
1085|34|Travel_Rarely|Sales|1|Technical Degree|4|Male|2|3|Sales Executive|3|Married|7083|1|Yes|14|10|3|3|10|9|8|6|No
1086|31|Travel_Frequently|Research & Development|3|Life Sciences|4|Female|3|1|Research Scientist|3|Single|4084|1|No|12|7|2|1|7|2|7|7|Yes
1087|50|Travel_Frequently|Research & Development|22|Medical|3|Male|1|4|Research Director|4|Single|14411|1|Yes|13|32|2|3|32|6|13|9|No
1088|34|Travel_Rarely|Sales|7|Technical Degree|2|Male|3|1|Sales Representative|3|Married|2308|0|Yes|25|12|4|3|11|10|5|7|No
1089|42|Travel_Rarely|Research & Development|2|Medical|3|Male|2|1|Laboratory Technician|2|Married|4841|4|No|14|4|3|3|1|0|0|0|No
1090|37|Travel_Rarely|Research & Development|13|Medical|1|Male|3|2|Research Scientist|4|Married|4285|1|No|17|10|2|3|10|8|3|7|No
1091|29|Travel_Rarely|Research & Development|8|Other|3|Female|1|2|Healthcare Representative|1|Married|9715|3|No|13|9|3|3|7|7|0|7|No
1092|33|Travel_Rarely|Research & Development|25|Life Sciences|4|Male|2|2|Manufacturing Director|2|Single|4320|1|No|13|5|2|3|5|3|0|2|No
1093|45|Travel_Rarely|Research & Development|28|Technical Degree|4|Male|3|1|Research Scientist|4|Married|2132|4|No|20|8|3|3|5|4|0|3|No
1094|42|Travel_Frequently|Research & Development|2|Life Sciences|4|Male|3|3|Healthcare Representative|4|Married|10124|2|Yes|14|24|3|1|20|8|13|9|No
1095|40|Travel_Rarely|Sales|9|Medical|1|Male|3|2|Sales Executive|1|Married|5473|0|No|12|9|5|4|8|4|7|1|No
1096|33|Travel_Rarely|Research & Development|28|Life Sciences|2|Male|3|2|Laboratory Technician|3|Married|5207|1|Yes|12|15|3|3|15|14|5|7|No
1097|40|Travel_Rarely|Human Resources|6|Medical|3|Male|3|4|Manager|4|Single|16437|1|Yes|21|21|2|3|21|7|7|7|No
1098|24|Travel_Rarely|Research & Development|21|Technical Degree|3|Male|2|1|Laboratory Technician|1|Divorced|2296|0|No|14|2|3|3|1|1|0|0|No
